,business_id,attributes.RestaurantsDelivery,attributes.Open24Hours,attributes.CoatCheck,attributes.DogsAllowed,postal_code,attributes.Smoking,attributes.DietaryRestrictions,attributes.GoodForKids,stars,latitude,attributes.Alcohol,attributes.RestaurantsPriceRange2,attributes.RestaurantsTableService,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Caters,attributes.BYOBCorkage,attributes.BYOB,is_open,neighborhood,attributes.Ambience,longitude,attributes.BestNights,review_count,attributes.BusinessAcceptsCreditCards,attributes.DriveThru,attributes.HasTV,attributes.Music,hours,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsAttire,hours.Sunday,hours.Saturday,hours.Friday,attributes.RestaurantsReservations,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating,city,state
3541,uUvnimNxg15Ds9r0SC3oMg,False,,,,M2H 3N3,,,True,3.0,43.7941901,none,2.0,True,,,True,"Restaurants, Chinese, Barbeque, Seafood",Tasty BBQ Seafood Restaurant,,,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3544105,,53,True,,True,,"{'Monday': '8:0-22:30', 'Tuesday': '8:0-22:30', 'Friday': '8:0-23:0', 'Wednesday': '8:0-22:30', 'Thursday': '8:0-22:30', 'Sunday': '8:0-22:30', 'Saturday': '8:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,8:0-22:30,8:0-23:0,8:0-23:0,True,True,True,False,Toronto,ON
3542,QX5Y_BIxlMG3B3vV1zx1Gw,False,,,,M5A 3L3,,,True,4.0,43.6454592,full_bar,2.0,False,,,True,"Restaurants, Barbeque",Cherry Street Bar-B-Que,,False,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3525037,,111,,,True,,"{'Monday': '17:0-0:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,11:0-22:0,11:0-23:0,11:0-23:0,False,True,True,True,Toronto,ON
3546,slguVsd_fIXyTkYQXNmANw,False,,,False,M5V 1L7,,,False,4.0,43.645303999999996,full_bar,2.0,True,,,True,"Restaurants, Breakfast & Brunch, Grocery, Italian, Food",Alimento,,,,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3976214,,22,True,,False,,,,free,casual,,,,True,True,,False,Toronto,ON
3547,R4jhm7FFQw0i1GpO4JvS5g,False,,,False,M4Y 1B4,,,False,3.5,43.6634541,full_bar,4.0,True,,,True,"Steakhouses, Restaurants, Seafood",Carmen's Steak House,,False,True,,,1,Church-Wellesley Village,"{'romantic': True, 'intimate': True, 'classy': True, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",-79.3826256,,63,True,,False,,"{'Monday': '11:0-14:0', 'Tuesday': '17:0-23:0', 'Friday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Sunday': '17:0-23:0', 'Saturday': '17:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,17:0-23:0,17:0-23:0,17:0-23:0,True,True,True,True,Toronto,ON
3550,_xt4ZyvtgY8Xu_O6SpSB5A,False,,,,L5C 3J2,,,True,4.0,43.5672511176,none,2.0,True,,,True,"Chinese, Restaurants",Chi's Congee & Noodle House,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.65958752350001,,150,False,,False,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '11:0-23:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:0-23:0,11:0-23:0,11:0-23:0,True,True,False,False,Mississauga,ON
3551,xgQNfpTMTBYQ5YEt3I2Mpg,False,,,,L4B 3Z4,,,True,4.0,43.844589274300006,,3.0,,,,True,"Restaurants, Seafood Markets, Sushi Bars, Food, Specialty Food",ii Sushi Fish Market,,,,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3842653185,,14,,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",free,,,,,False,True,,False,Richmond Hill,ON
3555,0ZNIAF_1d83uK1Z7mADTfA,True,,,,L1S 3V4,,,True,2.5,43.84245,,1.0,True,,,True,"Italian, Restaurants, Pizza, Chicken Wings",Pizza Hut,,,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.02799,,11,True,,False,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,11:0-22:0,11:0-23:0,11:0-23:0,False,True,,False,Ajax,ON
3559,FpFRtA1tagxqh_rLFs4XFQ,True,,,False,L4B 0B2,,,True,4.0,43.84831,beer_and_wine,2.0,True,,,True,"Restaurants, Chinese, Seafood",Sichuan Kungfu Fish,,True,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}",-79.38224,,25,,,True,,"{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Friday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Sunday': '11:30-22:30', 'Saturday': '11:30-22:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:30-22:30,11:30-22:30,11:30-22:30,True,True,True,False,Richmond Hill,ON
3563,SW0NcZwZsbSpsk0ZPgJKmQ,False,,,,M6J 1G1,,,False,3.0,43.6462178971,full_bar,2.0,True,,,False,"Comfort Food, Hot Dogs, Thai, Restaurants",Nana,,,False,,,1,Niagara,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.4080042324,,167,True,,False,,"{'Monday': '12:0-15:0', 'Tuesday': '12:0-15:0', 'Friday': '17:0-23:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Sunday': '17:0-22:0', 'Saturday': '17:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,17:0-22:0,17:0-23:0,17:0-23:0,True,True,False,False,Toronto,ON
3567,ZQ5mXh_LVn2nnvGECfPzVg,False,,,,L5G 1E5,,,True,3.5,43.5544705,none,2.0,False,,,False,"Hot Dogs, Burgers, Food, Restaurants",The Burger's Priest,,,False,,,1,Port Credit,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.5823233,,78,True,False,False,,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Friday': '11:30-22:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-22:30', 'Sunday': '12:0-20:0', 'Saturday': '12:0-22:30'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-20:0,12:0-22:30,11:30-22:30,False,True,True,False,Mississauga,ON
3568,dJuSgVJrMAETzh83EJG72w,True,,,,L5N 1A4,,,True,3.5,43.588859899999996,none,1.0,,,,False,"Ethnic Food, Halal, Middle Eastern, Specialty Food, Food, Restaurants",Isis Mediterranean Cuisine,,,True,,,0,Streetsville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.722985,,8,True,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,,,,True,True,,False,Mississauga,ON
3580,KQEuEJ80wwPqhRNSI3em4A,True,,,,M1R 4C2,,,True,3.5,43.7593329,beer_and_wine,2.0,True,,,True,"Thai, Restaurants",Kinnaree Thai,,,True,,,0,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.31091579999998,,39,True,,False,,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Friday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Sunday': '11:30-22:0', 'Saturday': '11:30-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:30-22:0,11:30-22:0,11:30-22:0,True,True,False,False,Toronto,ON
3581,V_gL6e7qdJIlFNSWnv8q1g,,,False,,M4M 1L5,no,,,4.5,43.6626325991,full_bar,2.0,,,,False,"Breweries, Nightlife, Pubs, Restaurants, Bars, Food",Radical Road Brewing,False,,,,,1,Leslieville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3324785413,,25,,,False,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Tuesday': '15:0-23:0', 'Friday': '11:0-0:0', 'Wednesday': '15:0-23:0', 'Thursday': '15:0-23:0', 'Sunday': '11:0-23:0', 'Saturday': '11:0-0:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,,11:0-23:0,11:0-0:0,11:0-0:0,False,False,True,False,Toronto,ON
3583,k6zmSLmYAquCpJGKNnTgSQ,False,,,,M6C 1B2,,,True,4.0,43.681345799999995,none,2.0,True,,,False,"Restaurants, Barbeque, Southern, American (Traditional)",The Stockyards,,True,False,,,1,Wychwood,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.426147,,663,True,,False,,"{'Tuesday': '9:0-21:0', 'Friday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Sunday': '17:0-20:0', 'Saturday': '9:0-21:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,17:0-20:0,9:0-21:0,9:0-21:0,False,True,True,False,Toronto,ON
3588,JlHY5-_8Vbm4AY19tuNnLQ,False,,,,L4G 6K9,,,True,3.0,44.0025245,none,2.0,False,,,True,"Canadian (New), Restaurants, Greek, Burgers, Fish & Chips",Delicious Greek,,False,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.45124129999998,,13,,False,True,,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Friday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Sunday': '15:0-20:0', 'Saturday': '12:0-20:0'}",,no,dressy,15:0-20:0,12:0-20:0,11:0-20:0,False,True,True,False,Aurora,ON
3591,zfUQa2aPEoPjWLkvCfDhtg,True,,,,M4S 2A8,,,False,3.0,43.70361,,2.0,True,,,True,"Restaurants, Chinese",C'est Bon,,,,,,0,Mount Pleasant and Davisville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3979,,33,True,,False,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '12:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-22:0,11:0-23:0,11:0-23:0,True,True,True,True,Toronto,ON
3592,XYIPXJ9parr9FtvvcGI1SA,False,,,,M5G 1C9,,,True,4.0,43.6566411,none,2.0,True,,,False,"Noodles, Restaurants, Chinese",GB Hand-pulled Noodles,,,False,,,1,Downtown Core,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3837473,,354,,,False,,"{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Friday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Sunday': '11:30-21:30', 'Saturday': '11:30-21:30'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,11:30-21:30,11:30-21:30,10:30-21:30,False,True,True,False,Toronto,ON
3594,86d1M8MMrb94n5djgKWqEQ,True,,,False,M2N,,,True,3.5,43.766118799999994,full_bar,2.0,True,,,True,"Gastropubs, Indian, Restaurants",Nawab Fusion Grill,,False,True,,,0,Willowdale,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4120121,,56,True,,True,,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Friday': '17:0-0:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-0:0', 'Sunday': '13:0-22:0', 'Saturday': '13:0-0:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",free,casual,13:0-22:0,13:0-0:0,17:0-0:0,True,True,True,True,Toronto,ON
3597,o_sq_rvTBo59hm6TkDi6tg,True,,,,L5B 2N5,,,True,3.5,43.594973100000004,full_bar,2.0,True,,,True,"Restaurants, Indian, Pakistani",The Host,,,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.6391348,,55,True,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,,,True,True,True,False,Mississauga,ON
3601,Ly48L1qSRdLpCSWcs_DWIw,False,,,,L3R 1A3,,,True,3.0,43.817810200000004,none,2.0,True,,,True,"Chinese, Restaurants",Phoenix Restaurant,,True,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3492329,,126,True,,True,,"{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Friday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Sunday': '8:0-22:0', 'Saturday': '8:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,8:0-22:0,8:0-22:0,8:0-22:0,True,True,False,False,Markham,ON
3605,fTIAa84N6JNTDxUtt-Ldng,False,,,,M4W 1B7,,,True,3.0,43.671222800500004,none,2.0,True,,,True,"American (New), Diners, Breakfast & Brunch, Canadian (New), Restaurants",Sunset Grill,,,True,,,1,Church-Wellesley Village,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3827387963,,42,True,,False,,"{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Friday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Sunday': '7:0-16:0', 'Saturday': '7:0-16:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,7:0-16:0,7:0-16:0,7:0-15:0,False,True,True,False,Toronto,ON
3608,X2ptpkcla0XFftCAJG6aMA,,,,False,L6J 7S8,,,,3.5,43.4640606,,3.0,,,,,"Bagels, Sandwiches, Restaurants, Food, Coffee & Tea",OKO Bagels,,True,True,,,1,,,-79.6734783,,7,,,,,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Friday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Sunday': '7:0-15:0', 'Saturday': '7:0-16:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,7:0-15:0,7:0-16:0,7:0-16:0,False,True,True,,Oakville,ON
3609,vTlIUtYXdPxCk6UB746w8w,False,,,,L3R 8B4,,,True,2.5,43.82669310000001,none,1.0,True,,,True,"Food, Social Clubs, Cafes, Tabletop Games, Restaurants, Arts & Entertainment, Coffee & Tea, Chinese, Shopping",Utopia Dream Cafe,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.32719279999998,,66,True,,False,,"{'Monday': '13:0-1:30', 'Tuesday': '13:0-1:30', 'Friday': '13:0-3:0', 'Wednesday': '13:0-1:30', 'Thursday': '13:0-1:30', 'Sunday': '13:0-1:30', 'Saturday': '13:0-3:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,13:0-1:30,13:0-3:0,13:0-3:0,True,True,False,False,Markham,ON
3613,ZUZZEQ61ZD826C65SZLAQQ,,,False,False,M5B 1S5,no,,,4.5,43.6581895,full_bar,1.0,True,,,True,"Nightlife, Coffee & Tea, Food, Cocktail Bars, Cafes, Beer, Wine & Spirits, Bars, Restaurants",Infuse Cafe Bar,True,True,False,,,1,Ryerson,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}",-79.3817113,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",111,True,,False,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Friday': '11:0-2:0', 'Wednesday': '11:0-1:30', 'Thursday': '11:0-2:0', 'Sunday': '11:0-2:0', 'Saturday': '11:0-2:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,,11:0-2:0,11:0-2:0,11:0-2:0,True,False,False,False,Toronto,ON
3617,vHzWmPWHN4J1hRR3W3AMQg,False,,False,,M6J 2Z8,no,,False,3.5,43.648977,full_bar,3.0,True,,,True,"Bars, Wine Bars, Nightlife, Restaurants, Tapas/Small Plates",Salt Wine Bar,False,,False,,,1,Ossington Strip,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",-79.4204946,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",95,True,,False,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '18:0-23:0', 'Tuesday': '18:0-23:0', 'Friday': '18:0-1:0', 'Wednesday': '18:0-23:0', 'Thursday': '18:0-23:0', 'Saturday': '17:30-22:30'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,,17:30-22:30,18:0-1:0,True,False,True,False,Toronto,ON
3633,5RzR64HqnLRHo-MpZ129mQ,False,,,,M4T 1Y5,,,False,4.0,43.6867341,full_bar,2.0,True,,,True,"Restaurants, Italian",Nove Trattoria,,,,,,1,Yonge and St. Clair,"{'romantic': True, 'intimate': True, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3937883,,40,True,,False,,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Friday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Sunday': '17:0-21:0', 'Saturday': '11:30-22:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,casual,17:0-21:0,11:30-22:30,11:30-22:0,True,True,True,False,Toronto,ON
3634,vnKHXrw585IOH4F3m29yFQ,False,,,,M6J 1G1,,,False,3.5,43.64612620000001,full_bar,2.0,True,,,True,"Restaurants, Latin American, Mexican",Milagro,,False,True,,,1,Niagara,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.40820699999998,,100,True,,False,,"{'Monday': '11:30-14:30', 'Tuesday': '11:30-14:30', 'Friday': '17:0-23:0', 'Wednesday': '11:30-14:30', 'Thursday': '17:0-22:0', 'Sunday': '12:0-21:30', 'Saturday': '12:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-21:30,12:0-23:0,17:0-23:0,True,True,True,True,Toronto,ON
3636,SeQXxtKhqgr5SHw4VIjaLw,True,,False,,L4J 0A6,no,,True,3.0,43.82847958479999,full_bar,2.0,True,,,True,"Italian, Restaurants, Bars, Nightlife",Dante's Pizza Vino and Pasta,False,True,True,,,0,Thornhill Woods,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4786870363,,70,True,,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '12:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,12:0-22:0,11:0-23:0,11:0-23:0,True,True,True,False,Vaughan,ON
3638,_nQrGoaH54rLhXj75PSz0g,True,,,,M5C 1E5,,,False,3.0,43.649599880299995,full_bar,2.0,True,,,True,"Restaurants, Japanese",Bikkuri Japanese Cusine,,True,,,,1,St. Lawrence,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3763758389,,46,True,,False,,"{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Friday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Sunday': '12:0-22:30', 'Saturday': '12:0-22:30'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,12:0-22:30,12:0-22:30,11:30-23:0,True,True,True,True,Toronto,ON
3639,uAPGFNU16g4A2FjDLok4Iw,False,,,,L3R 7B4,,,True,3.0,43.8275033,full_bar,3.0,True,,,True,"Steakhouses, Restaurants",Day & Night Firewood Steakhouse,,True,False,,,1,Milliken,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.2924667,,56,True,,False,,"{'Monday': '17:0-1:0', 'Tuesday': '17:0-1:0', 'Friday': '17:0-1:0', 'Wednesday': '17:0-1:0', 'Thursday': '17:0-1:0', 'Sunday': '17:0-1:0', 'Saturday': '17:0-1:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,17:0-1:0,17:0-1:0,17:0-1:0,True,True,False,True,Markham,ON
3643,7LHm07nal2dGwupqVVbYrg,True,,,,L6J 0A3,,,True,3.5,43.499293,none,1.0,False,,,True,"Middle Eastern, Restaurants",Chef's Door,,,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.6505622,,18,True,,False,,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Friday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Sunday': '12:0-22:0', 'Saturday': '10:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",free,casual,12:0-22:0,10:0-22:0,10:0-22:0,False,True,False,False,Oakville,ON
3649,GddF9NCklDiGDk-d9xtTNg,False,,,,L3R 1A7,,,True,2.5,43.8229564254,none,2.0,False,,,True,"Restaurants, Food, Ice Cream & Frozen Yogurt, Burgers, Fast Food",South St. Burger,,True,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3503518135,,24,True,False,True,,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-22:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Sunday': '11:0-21:0', 'Saturday': '11:0-21:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:0-21:0,11:0-21:0,11:0-22:0,False,True,True,False,Markham,ON
